segment_id,start,end,speaker_id,transcript,incongruence_score,confidence_weight,final_score
67,180.0,183.0,SPEAKER_00,The wide choice of colors and sort,0.03427,0.7256,0.024867
68,181.5,184.5,SPEAKER_00,"colors and sort of patterns, so you've",0.003661,0.7256,0.002656
69,183.0,186.0,SPEAKER_00,"of patterns, so you've got a lot of",0.002787,0.7256,0.002022
70,184.5,187.5,SPEAKER_00,got a lot of customization with it.,0.005618,0.732,0.004113
71,186.0,189.0,SPEAKER_00,customization with it. It's obviously,0.361311,0.732,0.264479
72,187.5,190.5,SPEAKER_00,It's obviously a sort,0.802065,0.7384,0.592245
73,189.0,192.0,SPEAKER_00,a sort of clamshell,0.400221,0.7384,0.295523
74,190.5,193.5,SPEAKER_00,of clamshell design and,0.056194,0.7384,0.041493
75,192.0,195.0,SPEAKER_00,design and the top,0.564213,0.7384,0.416615
76,193.5,196.5,SPEAKER_00,the top LCD screen,0.804828,0.7384,0.594285
77,195.0,198.0,SPEAKER_00,LCD screen that you,0.494732,0.7384,0.36531
78,196.5,199.5,SPEAKER_00,that you can see,0.01793,0.7384,0.013239
79,198.0,201.0,SPEAKER_00,can see there would,0.015673,0.7384,0.011573
80,199.5,202.5,SPEAKER_00,there would be sort,0.036711,0.7384,0.027108
81,201.0,204.0,SPEAKER_00,be sort of,0.066226,0.7384,0.048901
82,202.5,205.5,SPEAKER_00,of How do you say it? The black and,0.066672,0.546,0.036403
83,204.0,207.0,SPEAKER_00,"How do you say it? The black and white touchscreen? Yeah, yeah,",0.517127,0.5463,0.282506
84,205.5,208.5,SPEAKER_00,"and white touchscreen? Yeah, yeah, it would be sort",0.321032,0.5586,0.179328
85,207.0,210.0,SPEAKER_00,it would be sort of inset into the,0.065421,0.7392,0.04836
86,208.5,211.5,SPEAKER_00,of inset into the top and the,0.078455,0.7392,0.057994
87,210.0,213.0,SPEAKER_00,top and the buttons at the bottom,0.387539,0.7392,0.286469
88,211.5,214.5,SPEAKER_00,"buttons at the bottom would, so fully closed,",0.126609,0.7392,0.09359
89,213.0,216.0,SPEAKER_00,"would, so fully closed, flat. Oh, right. Yeah.",0.360971,0.6694,0.241634
90,214.5,217.5,SPEAKER_00,"flat. Oh, right. Yeah. Yeah.",0.358752,0.6643,0.238319
91,216.0,219.0,SPEAKER_00,Yeah. And working,0.204981,0.7108,0.1457
92,217.5,220.5,SPEAKER_00,And working on the,0.014279,0.8373,0.011956
93,219.0,222.0,SPEAKER_00,"on the inside, we've",0.13809,0.8373,0.115623
94,220.5,223.5,SPEAKER_00,"inside, we've already decided on",0.08091,0.8373,0.067746
95,222.0,225.0,SPEAKER_00,already decided on the kinetic,0.04272,0.8373,0.035769
96,223.5,226.5,SPEAKER_00,"the kinetic batteries, which Actually",0.041327,0.7907,0.032677
97,225.0,228.0,SPEAKER_00,"batteries, which Actually thinking about it now, you could",0.021951,0.7907,0.017357
98,226.5,229.5,SPEAKER_00,"thinking about it now, you could also probably attach to the",0.01232,0.744,0.009166
99,228.0,231.0,SPEAKER_00,"also probably attach to the flipping open and shut as well,",0.03661,0.744,0.027238
100,229.5,232.5,SPEAKER_00,"flipping open and shut as well, so that you could probably get",0.044048,0.744,0.032772
101,234.0,237.0,SPEAKER_02,put it in the top section rather than the,0.750346,0.4357,0.326926
102,235.5,238.5,SPEAKER_02,"top section rather than the bottom section, because it's",0.739376,0.4357,0.322146
103,240.0,243.0,SPEAKER_00,"We decided that the voice recognition system, it did actually",0.047006,0.8372,0.039353
104,241.5,244.5,SPEAKER_00,"recognition system, it did actually say on the email",0.202352,0.8372,0.169409
105,243.0,246.0,SPEAKER_00,say on the email that they were sort of,0.014184,0.8372,0.011875
106,244.5,247.5,SPEAKER_00,that they were sort of coming in and they were,0.290088,0.8372,0.242862
107,246.0,249.0,SPEAKER_00,coming in and they were fairly easy to get,0.013604,0.8372,0.011389
108,247.5,250.5,SPEAKER_00,"fairly easy to get hold of, so we presumed",0.005439,0.8372,0.004554
109,249.0,252.0,SPEAKER_00,"hold of, so we presumed that they'd also be quite",0.022185,0.8372,0.018573
110,250.5,253.5,SPEAKER_00,that they'd also be quite cheap. So you'd,0.015536,0.8458,0.01314
111,252.0,255.0,SPEAKER_00,"cheap. So you'd have something like, you'd shout",0.012001,0.8458,0.010151
112,253.5,256.5,SPEAKER_00,"have something like, you'd shout out, where is the remote?",0.041898,0.8543,0.035794
113,255.0,258.0,SPEAKER_00,"out, where is the remote? And",0.025961,0.8742,0.022695
114,256.5,259.5,SPEAKER_00,"And it'll shout back,",0.212917,0.8742,0.186132
115,258.0,261.0,SPEAKER_00,"it'll shout back, I'm here or",0.032537,0.8942,0.029094
116,259.5,262.5,SPEAKER_00,I'm here or something.,0.163009,0.8942,0.145763
117,262.5,265.5,SPEAKER_00,"And then, yeah.",0.753492,0.7713,0.581168
118,265.5,268.5,SPEAKER_00,It won't shout out,0.516853,0.7399,0.38242
119,267.0,270.0,SPEAKER_00,It won't shout out I'm here or something. It'll,0.494286,0.6845,0.338339
120,268.5,271.5,SPEAKER_00,I'm here or something. It'll just shout out I'm here.,0.422476,0.6845,0.289185
121,270.0,273.0,SPEAKER_00,just shout out I'm here. Or,0.196439,0.683,0.134168
122,271.5,274.5,SPEAKER_00,Or something too similar,0.089076,0.7056,0.062852
123,273.0,276.0,SPEAKER_00,"something too similar effect. Yeah,",0.467692,0.7463,0.349039
124,274.5,277.5,SPEAKER_00,"effect. Yeah, if it was getting that,",0.47547,0.7463,0.354843
125,276.0,279.0,SPEAKER_00,"if it was getting that, well, that could be",0.199618,0.787,0.157099
126,277.5,280.5,SPEAKER_00,"well, that could be something for next time,",0.134914,0.787,0.106177
127,279.0,282.0,SPEAKER_00,"something for next time, maybe. You can",0.053996,0.7989,0.043138
128,280.5,283.5,SPEAKER_00,maybe. You can have a remote that tells you exactly where,0.083944,0.7989,0.067063
129,282.0,285.0,SPEAKER_00,have a remote that tells you exactly where it is.,0.089135,0.8107,0.072262
130,283.5,286.5,SPEAKER_00,it is. The standard transmission,0.033111,0.8276,0.027403
131,285.0,288.0,SPEAKER_00,The standard transmission with the TV,0.01399,0.8446,0.011816
132,286.5,289.5,SPEAKER_00,with the TV using all the standard,0.020651,0.8446,0.017441
133,288.0,291.0,SPEAKER_00,using all the standard chips that we've talked,0.040178,0.8446,0.033934
134,289.5,292.5,SPEAKER_00,chips that we've talked about. It would,0.147911,0.8052,0.119098
135,291.0,294.0,SPEAKER_00,"about. It would have, obviously because it's",0.035966,0.8052,0.02896
136,292.5,295.5,SPEAKER_00,"have, obviously because it's split over two different",0.126783,0.7658,0.09709
137,294.0,297.0,SPEAKER_00,"split over two different layers, it would",0.120207,0.7658,0.092055
138,295.5,298.5,SPEAKER_00,"layers, it would need two separate PCBs",0.102766,0.7658,0.078698
139,297.0,300.0,SPEAKER_00,need two separate PCBs that would be joined,0.153461,0.7658,0.11752
140,298.5,301.5,SPEAKER_00,that would be joined at the hinge through,0.256488,0.7658,0.196418
141,300.0,303.0,SPEAKER_00,at the hinge through some sort of,0.031701,0.7658,0.024276
142,301.5,304.5,SPEAKER_00,some sort of cabling.,0.077859,0.7658,0.059624
143,303.0,306.0,SPEAKER_00,cabling. And because,0.31694,0.7894,0.250192
144,304.5,307.5,SPEAKER_00,And because obviously all,0.15458,0.813,0.125673
145,306.0,309.0,SPEAKER_00,"obviously all TVs use this,",0.161466,0.813,0.131272
146,307.5,310.5,SPEAKER_00,"TVs use this, the same",0.124312,0.813,0.101066
147,309.0,312.0,SPEAKER_00,the same infrared medium would,0.042206,0.813,0.034313
148,310.5,313.5,SPEAKER_00,infrared medium would just be,0.053084,0.813,0.043158
149,312.0,315.0,SPEAKER_00,just be using the same,0.026086,0.813,0.021208
150,313.5,316.5,SPEAKER_00,using the same thing to,0.017295,0.813,0.014061
151,315.0,318.0,SPEAKER_00,thing to transmit the data,0.041853,0.813,0.034026
152,316.5,319.5,SPEAKER_00,transmit the data and the,0.155461,0.813,0.12639
153,318.0,321.0,SPEAKER_00,and the infrared sender would be,0.036123,0.7918,0.028602
154,319.5,322.5,SPEAKER_00,infrared sender would be on one of,0.005993,0.7918,0.004745
155,321.0,324.0,SPEAKER_00,"on one of the bottom layer, just",0.008314,0.7706,0.006407
156,322.5,325.5,SPEAKER_00,"the bottom layer, just at the front",0.008318,0.7706,0.00641
157,324.0,327.0,SPEAKER_00,"at the front of the, I don't",0.059003,0.7706,0.045468
158,325.5,328.5,SPEAKER_00,"of the, I don't think we actually",0.098294,0.7706,0.075745
159,327.0,330.0,SPEAKER_00,think we actually put it on.,0.222117,0.7706,0.171164
160,330.0,333.0,SPEAKER_01,"Yeah, yeah, someone",0.241855,0.5354,0.129489
161,334.5,337.5,SPEAKER_00,"on the front, on the front side of that, yeah. So",0.276289,0.6946,0.19191
162,336.0,339.0,SPEAKER_00,"of that, yeah. So when you've actually",0.679034,0.6946,0.471657
163,337.5,340.5,SPEAKER_00,"when you've actually got it open,",0.171038,0.6304,0.107823
164,339.0,342.0,SPEAKER_00,"got it open, it would be",0.239986,0.6304,0.151287
165,340.5,343.5,SPEAKER_00,it would be facing the,0.338188,0.6304,0.213194
166,342.0,345.0,SPEAKER_00,facing the TV. And then,0.216485,0.7316,0.15838
167,343.5,346.5,SPEAKER_00,"TV. And then finally, on",0.163471,0.7316,0.119596
168,345.0,348.0,SPEAKER_00,"finally, on the interface,",0.095235,0.8329,0.079321
169,346.5,349.5,SPEAKER_00,"the interface, the top",0.107763,0.8329,0.089756
170,348.0,351.0,SPEAKER_00,"the top screen, as",0.05004,0.8329,0.041678
171,349.5,352.5,SPEAKER_00,"screen, as we said,",0.047429,0.8329,0.039503
172,351.0,354.0,SPEAKER_00,"we said, would be",0.106413,0.8329,0.088632
173,352.5,355.5,SPEAKER_00,would be an inset black,0.112694,0.8329,0.093863
174,354.0,357.0,SPEAKER_00,an inset black and white,0.281361,0.8329,0.234345
175,355.5,358.5,SPEAKER_00,and white LCD touch,0.057017,0.8329,0.04749
176,357.0,360.0,SPEAKER_00,LCD touch screen. have,0.117612,0.8498,0.099947
177,358.5,361.5,SPEAKER_00,screen. have all of the,0.086564,0.8498,0.073562
178,360.0,363.0,SPEAKER_00,all of the available functions for,0.024343,0.8666,0.021096
179,361.5,364.5,SPEAKER_00,available functions for the remote on,0.006146,0.8666,0.005326
180,363.0,366.0,SPEAKER_00,"the remote on it, whereas the",0.105751,0.8666,0.091643
181,364.5,367.5,SPEAKER_00,"it, whereas the bottom screen",0.054831,0.8666,0.047517
182,366.0,369.0,SPEAKER_00,bottom screen would just contain,0.04581,0.8666,0.039699
183,367.5,370.5,SPEAKER_00,would just contain the standard buttons,0.075232,0.8666,0.065196
184,369.0,372.0,SPEAKER_00,the standard buttons like the volume,0.024141,0.8666,0.02092
185,370.5,373.5,SPEAKER_00,"like the volume up and down,",0.074176,0.8666,0.064281
186,372.0,375.0,SPEAKER_00,"up and down, channel up and",0.027817,0.8666,0.024106
187,373.5,376.5,SPEAKER_00,"channel up and down, power",0.071473,0.8666,0.061939
188,375.0,378.0,SPEAKER_00,"down, power on and off,",0.165873,0.8666,0.143745
189,376.5,379.5,SPEAKER_00,"on and off, and things to",0.014254,0.8666,0.012352
190,378.0,381.0,SPEAKER_00,and things to that effect. And,0.013201,0.8573,0.011317
191,379.5,382.5,SPEAKER_00,"that effect. And now, we also",0.05493,0.8573,0.047092
192,381.0,384.0,SPEAKER_00,"now, we also decided on the",0.018981,0.848,0.016096
193,382.5,385.5,SPEAKER_00,"decided on the inside, we could",0.02236,0.848,0.018961
194,384.0,387.0,SPEAKER_00,"inside, we could possibly either have",0.008942,0.848,0.007583
195,385.5,388.5,SPEAKER_00,possibly either have some kind of,0.010845,0.848,0.009196
196,387.0,390.0,SPEAKER_00,some kind of sort of bezled,0.039965,0.848,0.03389
197,388.5,391.5,SPEAKER_00,"sort of bezled logo on it,",0.014753,0.848,0.012511
198,390.0,393.0,SPEAKER_00,"logo on it, or something inset,",0.152418,0.848,0.129251
199,391.5,394.5,SPEAKER_00,"or something inset, or maybe an engraving",0.109248,0.848,0.092642
200,393.0,396.0,SPEAKER_00,or maybe an engraving of the logo,0.011466,0.848,0.009723
201,394.5,397.5,SPEAKER_00,of the logo on the top.,0.098556,0.848,0.083575
202,396.0,399.0,SPEAKER_00,on the top.,0.087191,0.848,0.073938
203,397.5,400.5,SPEAKER_00,But not interfering with the,0.301212,0.5337,0.160757
204,399.0,402.0,SPEAKER_00,"But not interfering with the outside, cannot look at the",0.082019,0.2195,0.018003
205,400.5,403.5,SPEAKER_00,"outside, cannot look at the product. No, not",0.231437,0.5216,0.120717
206,402.0,405.0,SPEAKER_00,"product. No, not interfering with the whole",0.280442,0.5216,0.146278
207,403.5,406.5,SPEAKER_00,interfering with the whole look of the,0.259082,0.8238,0.213431
208,405.0,408.0,SPEAKER_00,look of the product when it's... out,0.147687,0.8092,0.119509
209,406.5,409.5,SPEAKER_00,product when it's... out on the thing,0.047163,0.8092,0.038165
210,408.0,411.0,SPEAKER_00,on the thing and finally that's,0.032641,0.7946,0.025936
211,409.5,412.5,SPEAKER_00,and finally that's how we put,0.005136,0.7946,0.004081
212,411.0,414.0,SPEAKER_00,how we put the fashion back,0.047159,0.7946,0.037473
213,412.5,415.5,SPEAKER_00,the fashion back into electronics as,0.013699,0.7946,0.010885
214,414.0,417.0,SPEAKER_00,into electronics as that is the,0.267311,0.7946,0.212406
215,415.5,418.5,SPEAKER_00,that is the company logo.,0.107031,0.7946,0.085046
216,445.5,448.5,SPEAKER_01,I think this,0.269746,0.7914,0.213477
217,447.0,450.0,SPEAKER_01,think this is,0.081677,0.7914,0.064639
218,448.5,451.5,SPEAKER_01,is a good,0.19665,0.7914,0.155629
219,453.0,456.0,SPEAKER_02,"what it was before, though.",0.595831,0.8558,0.509912
220,454.5,457.5,SPEAKER_03,This stage of the,0.174347,0.9046,0.157714
221,456.0,459.0,SPEAKER_03,This stage of the evaluation is really for,0.014279,0.9046,0.012917
222,457.5,460.5,SPEAKER_03,evaluation is really for us as a team to,0.008752,0.9046,0.007917
223,459.0,462.0,SPEAKER_03,us as a team to evaluate if we have,0.058644,0.9046,0.053049
224,460.5,463.5,SPEAKER_03,evaluate if we have now got a product,0.093972,0.9046,0.085007
225,462.0,465.0,SPEAKER_03,now got a product specification and prototype design that,0.103569,0.9046,0.093689
226,463.5,466.5,SPEAKER_03,specification and prototype design that meets the criteria that,0.022121,0.9046,0.020011
227,465.0,468.0,SPEAKER_03,meets the criteria that we got from our,0.027443,0.9046,0.024825
228,466.5,469.5,SPEAKER_03,we got from our market research.,0.102366,0.9046,0.092601
229,468.0,471.0,SPEAKER_03,market research. So this is the,0.173108,0.8849,0.153183
230,469.5,472.5,SPEAKER_03,So this is the first stage of the evaluation.,0.074735,0.873,0.065244
231,471.0,474.0,SPEAKER_03,first stage of the evaluation. Now the collection of the criteria,0.036945,0.873,0.032253
232,472.5,475.5,SPEAKER_03,Now the collection of the criteria as we saw in our,0.02731,0.8809,0.024058
233,474.0,477.0,SPEAKER_03,as we saw in our previous meeting was based on the,0.187551,0.8809,0.165214
234,475.5,478.5,SPEAKER_03,previous meeting was based on the user requirements and trends found,0.026846,0.8809,0.023648
235,477.0,480.0,SPEAKER_03,user requirements and trends found in the marketing reports and marketing,0.006742,0.8809,0.005939
236,478.5,481.5,SPEAKER_03,in the marketing reports and marketing strategy of our company.,0.059436,0.8809,0.052357
237,480.0,483.0,SPEAKER_03,strategy of our company. So it's what we've discussed in the last,0.013513,0.8387,0.011333
238,481.5,484.5,SPEAKER_03,So it's what we've discussed in the last meeting. Are we actually,0.05019,0.8517,0.042747
239,483.0,486.0,SPEAKER_03,meeting. Are we actually meeting those trends and,0.054318,0.8517,0.046263
240,484.5,487.5,SPEAKER_03,meeting those trends and requirements?,0.018678,0.907,0.016941
241,486.0,489.0,SPEAKER_03,requirements? Now the findings,0.099993,0.883,0.088294
242,487.5,490.5,SPEAKER_03,Now the findings that we came up with just a,0.061463,0.859,0.052797
243,489.0,492.0,SPEAKER_03,that we came up with just a recap are here. The criteria,0.102547,0.8425,0.086396
244,490.5,493.5,SPEAKER_03,recap are here. The criteria that we want in,0.016489,0.8425,0.013892
245,492.0,495.0,SPEAKER_03,that we want in this remote control are a,0.010465,0.8261,0.008645
246,493.5,496.5,SPEAKER_03,"this remote control are a fancy looking feel, technological",0.083921,0.8261,0.069327
247,495.0,498.0,SPEAKER_03,"fancy looking feel, technological innovation, it should be",0.731586,0.8261,0.604364
248,496.5,499.5,SPEAKER_03,"innovation, it should be easy to use, it",0.262329,0.8261,0.21671
249,498.0,501.0,SPEAKER_03,"easy to use, it should incorporate current fashion",0.105152,0.8261,0.086866
250,499.5,502.5,SPEAKER_03,should incorporate current fashion trends and those the,0.03286,0.8261,0.027145
251,501.0,504.0,SPEAKER_03,trends and those the two main ones are,0.033811,0.8261,0.027931
252,502.5,505.5,SPEAKER_03,two main ones are with a spongy texture,0.130944,0.8261,0.108173
253,504.0,507.0,SPEAKER_03,with a spongy texture and the fruit and,0.578629,0.8261,0.478005
254,505.5,508.5,SPEAKER_03,and the fruit and vegetable strong design colours. The,0.472234,0.852,0.402344
255,507.0,510.0,SPEAKER_03,vegetable strong design colours. The design should minimise,0.239766,0.852,0.204281
256,508.5,511.5,SPEAKER_03,design should minimise RSI and be easy,0.275858,0.878,0.242203
257,510.0,513.0,SPEAKER_03,RSI and be easy to locate and we,0.036367,0.878,0.031931
258,511.5,514.5,SPEAKER_03,to locate and we were still slightly ambivalent,0.104589,0.878,0.091829
259,513.0,516.0,SPEAKER_03,were still slightly ambivalent as to whether,0.047544,0.878,0.041743
260,514.5,517.5,SPEAKER_03,as to whether to use voice recognition,0.045785,0.878,0.040199
261,516.0,519.0,SPEAKER_03,to use voice recognition there. That did seem to be,0.134916,0.8709,0.117498
262,517.5,520.5,SPEAKER_03,"there. That did seem to be the favourite strategy, but there was",0.056985,0.8709,0.049628
263,519.0,522.0,SPEAKER_03,"the favourite strategy, but there was also on the sideline the thought",0.320082,0.8638,0.276487
264,520.5,523.5,SPEAKER_03,also on the sideline the thought of maybe having a beeper function.,0.175204,0.8638,0.151342
265,522.0,525.0,SPEAKER_03,of maybe having a beeper function.,0.097807,0.8638,0.084486
266,523.5,526.5,SPEAKER_03,"Okay, so we can come back to",0.013904,0.8751,0.012168
267,525.0,528.0,SPEAKER_03,"Okay, so we can come back to that slide if you don't have a",0.006309,0.8751,0.005521
268,526.5,529.5,SPEAKER_03,that slide if you don't have a note of those. I'll just show,0.003703,0.8323,0.003082
269,528.0,531.0,SPEAKER_03,note of those. I'll just show you how we're going to evaluate,0.018745,0.8323,0.015601
270,529.5,532.5,SPEAKER_03,"you how we're going to evaluate our own feedback to this, to",0.010663,0.7895,0.008419
271,531.0,534.0,SPEAKER_03,"our own feedback to this, to what we have so far.",0.011252,0.7895,0.008884
272,532.5,535.5,SPEAKER_03,what we have so far. We're going to,0.023975,0.8052,0.019305
273,534.0,537.0,SPEAKER_03,We're going to use a seven-point scale where,0.220683,0.8208,0.181136
274,535.5,538.5,SPEAKER_03,use a seven-point scale where one is true and seven,0.062678,0.8208,0.051446
275,537.0,540.0,SPEAKER_03,one is true and seven is false. We'll look at each,0.018472,0.8354,0.015431
276,538.5,541.5,SPEAKER_03,is false. We'll look at each of those criteria that I've just mentioned.,0.026543,0.8354,0.022174
277,540.0,543.0,SPEAKER_03,of those criteria that I've just mentioned. I'll call that slide back up.,0.049891,0.8373,0.041774
278,541.5,544.5,SPEAKER_03,I'll call that slide back up. And I will,0.003426,0.8356,0.002863
279,543.0,546.0,SPEAKER_03,And I will just do a preliminary rating of,0.029002,0.8324,0.024141
280,544.5,547.5,SPEAKER_03,just do a preliminary rating of all those criteria on the,0.057986,0.8324,0.048267
281,546.0,549.0,SPEAKER_03,all those criteria on the whiteboard here.,0.003918,0.8324,0.003261
282,547.5,550.5,SPEAKER_03,whiteboard here. Does that seem clear? Any,0.026118,0.8421,0.021994
283,549.0,552.0,SPEAKER_03,Does that seem clear? Any questions there?,0.055741,0.8469,0.047207
284,556.5,559.5,SPEAKER_03,"going to come to, we'll discuss each one and we'll come",0.047143,0.8025,0.037832
285,558.0,561.0,SPEAKER_03,each one and we'll come to our consensus rating between,0.016289,0.8025,0.013072
286,559.5,562.5,SPEAKER_03,to our consensus rating between one and seven.,0.058674,0.8025,0.047086
287,561.0,564.0,SPEAKER_03,"one and seven. Okay. One is true,",0.035232,0.7515,0.026477
288,562.5,565.5,SPEAKER_03,"Okay. One is true, seven is false.",0.27341,0.726,0.198495
289,564.0,567.0,SPEAKER_03,seven is false.,0.067728,0.778,0.052692
290,567.0,570.0,SPEAKER_03,Right. So I won't write,0.339861,0.7353,0.2499
291,568.5,571.5,SPEAKER_03,So I won't write all of that out again. It will,0.040029,0.7971,0.031907
292,570.0,573.0,SPEAKER_03,"all of that out again. It will just be criteria one, two, three,",0.057465,0.7971,0.045805
293,571.5,574.5,SPEAKER_03,"just be criteria one, two, three, four, five, six, or A, B,",0.030738,0.8375,0.025743
294,573.0,576.0,SPEAKER_03,"four, five, six, or A, B, C, D, E, F to confuse",0.023221,0.8375,0.019447
295,574.5,577.5,SPEAKER_03,"C, D, E, F to confuse it with the number rating.",0.035352,0.8375,0.029607
296,576.0,579.0,SPEAKER_03,"it with the number rating. B, C, D, E,",0.037561,0.8475,0.031833
297,577.5,580.5,SPEAKER_03,"B, C, D, E, F.",0.036063,0.8574,0.03092
