segment_id,start,end,speaker_id,transcript,asr_confidence
24,111.86,115.56,SPEAKER_00,"Should we say we're going to try maybe incorporate it, but we hadn't made a definite decision on that?",0.5749
25,117.22,126.55,SPEAKER_00,We should also point out that the final objective of this meeting is to reach a decision on the concepts of the product.,0.8589
26,128.24,130.44,SPEAKER_00,"That's kind of the end result, hopefully.",0.6943
27,134.58,137.46,SPEAKER_02,Does it function F8?,0.6907
28,139.16,141.87,SPEAKER_00,Uh-huh.,0.407
29,144.61,144.99,SPEAKER_02,Come on.,0.8995
30,146.59,147.25,SPEAKER_02,I think it's working.,0.6627
31,147.88,148.76,SPEAKER_00,"Oh, they're all good.",0.3
32,148.78,149.24,SPEAKER_02,"OK, great.",0.6295
33,149.26,151.34,SPEAKER_02,So let me just start this.,0.5142
34,156.69,157.19,SPEAKER_02,"OK, great.",0.728
35,157.71,162.68,SPEAKER_02,So let's move on.,0.6087
36,163.74,164.82,SPEAKER_02,"Oh, where did all go?",0.559
37,164.84,165.86,SPEAKER_02,It's not good.,0.6863
38,166.78,179.67,SPEAKER_02,"OK, let me just see where I can find it.",0.5795
39,179.69,180.82,SPEAKER_02,This looks more like it.,0.5096
40,182.45,183.83,SPEAKER_02,I think I just open up the template.,0.7531
41,184.15,186.94,SPEAKER_02,"Okay, all right, so let's have a look here.",0.5613
42,186.96,189.06,SPEAKER_02,"Okay, so this is the method that I've taken.",0.8056
43,189.68,198.37,SPEAKER_02,Basically what I want to do here before we get into it too far is I want to show you all the background information I have that I think we need to acknowledge if we want this to be successful.,0.8021
44,199.37,208.83,SPEAKER_02,And then sort of go through some of the way that I've dealt with that information and then sort of bring us all together into it to see how this fits in with the overall vision.,0.7622
45,208.81,234.74,SPEAKER_02,So I've tried to take a whole lot of market research and summarize it for us and then identify trends that are sort of in sync and are important to our project plan that we have so far and then initiate a kind of discussion on design options so that it sort of helps us to narrow in on aspects that will inform other elements of the project.,0.7631
46,234.76,236.0,SPEAKER_02,Does that make sense?,0.63
47,236.02,236.84,SPEAKER_02,That sort of strategy.,0.7797
48,236.82,241.41,SPEAKER_02,"I thought that that will impact on the rest of what we do, so that's why I suggested we do this.",0.7529
49,241.43,260.97,SPEAKER_02,"Okay, so out of different figures and ratings of people in general, consumers in general, the number one thing that was found was that the television remote control of a fancy look and feel, okay, and not, and specify not a functional look or feel, fancy.",0.8006
50,260.95,265.26,SPEAKER_02,"However, this is where we have to be very creative about it.",0.8645
51,265.58,267.42,SPEAKER_02,Number two was that it be innovative.,0.9011
52,269.15,276.38,SPEAKER_02,That tells me that we have to find a way to be innovative without adding unnecessary functional bits to it.,0.8643
53,276.36,279.52,SPEAKER_02,and third priority for ease of use.,0.7883
54,279.54,288.06,SPEAKER_02,So again that kind of gives us a general picture of how it has to be quite user-friendly while still having technology.,0.8535
55,288.44,297.89,SPEAKER_02,So I'll just say right away as a bit of a foreshadowing into how we proceed with this in terms of marketing is that I think what we should think about is how the,0.7989
56,299.93,307.12,SPEAKER_02,"about how the innovation contributes to the look and feel, and not so much to the functionality of it.",0.8774
57,307.52,312.02,SPEAKER_02,"For example, when you pick it up and push it like it all lights up or something, you know what I mean?",0.7713
58,312.32,315.83,SPEAKER_02,Or it's got something else to it that just seems innovative.,0.8468
59,315.99,318.89,SPEAKER_02,Because obviously the thing at the message here is ease of use.,0.8018
60,319.51,323.52,SPEAKER_02,So how do you make innovation make something more easy to use?,0.8609
61,323.58,325.74,SPEAKER_02,"Well, that's, I guess, where we're going to go with this.",0.8923
62,325.72,335.42,SPEAKER_02,"Okay, then the other aspect of the market research I have here is on fashion style, which as we've agreed is a priority.",0.8333
63,336.54,345.11,SPEAKER_02,Top European fashion trend that I read about says there's this emerging theme of fruit and vegetables.,0.8306
64,345.09,346.55,SPEAKER_02,especially in clothes and furniture.,0.7254
65,346.57,355.48,SPEAKER_02,"And when I first saw that I thought, well, do we want to actually try and think about this trend and how we add something to it, or we get right into it, or we completely steer away from it?",0.838
66,355.58,356.3,SPEAKER_02,Do you know what I mean?,0.484
67,357.08,367.75,SPEAKER_02,"My feeling is that we do want to observe this trend, but we want to think also about the fact that it sort of has to fit in with something which is not specifically electronics.",0.8373
68,369.19,374.78,SPEAKER_02,"Because I think what we're in is partly sort of home decor, partly something like a computer.",0.8205
69,374.76,381.35,SPEAKER_02,So I think we might want to be careful about how quickly we create like a remote control in the shape of an apple or something.,0.8077
70,381.37,382.25,SPEAKER_02,I think that would be pushing it.,0.4413
71,383.27,395.16,SPEAKER_02,"And then in terms of material trends are for things to be soft and spongy and sort of might say ergonomic or friendly to handle, which also indicated that last year this was not the case.",0.8531
72,395.14,401.94,SPEAKER_02,So probably a lot of the competition on the market will be still in last year's mode.,0.8631
73,401.98,407.21,SPEAKER_02,"So if we try and really capitalize on that, I think that'll be in our favor.",0.8729
74,409.59,411.29,SPEAKER_02,So this is the summary of everything.,0.8259
75,412.27,416.18,SPEAKER_02,Style is number one thing in the market of who we're selling to.,0.8439
76,417.26,425.53,SPEAKER_02,"Innovative design technology is also a must in that it seemed to be cutting edge, but ease of use has to be ensured throughout.",0.8549
77,425.55,426.97,SPEAKER_02,That was like the number three thing.,0.8167
78,427.35,431.06,SPEAKER_02,And then they're vibrant natural colors.,0.8123
79,431.04,433.58,SPEAKER_02,That's the way I interpreted it anyway.,0.9083
80,433.92,436.04,SPEAKER_02,"Softness and material, shape and function.",0.8715
81,436.68,440.11,SPEAKER_02,And so I've written at the bottom to give us sort of a context of discussion.,0.8299
82,440.55,446.66,SPEAKER_02,"Mac iPods, something which is, I'd have to say very high tech, 10 gigabytes or whatever.",0.7417
83,447.02,448.87,SPEAKER_02,"But when you hold it in your hand, there's like no buttons.",0.7791
84,449.53,450.97,SPEAKER_02,You know what a Mac iPod is?,0.336
85,450.95,466.85,SPEAKER_02,I'm thinking however Mac iPod is sort of last year's because it's very hard and sort of glassy and glossy so I'm thinking if we imagine that we're taking some of the features of a Mac iPod and we're then making it's more of like a more of like a comfortable type of more of like,0.7898
86,468.08,472.14,SPEAKER_02,"maybe more vibrant, friendly thing to have.",0.7509
87,472.16,492.21,SPEAKER_02,"And then so this is, with all that information, what I'm suggesting in this slide here is that we take these ideas and as we get into more, the more, like sort of production side of things that we think about shape, materials and themes or series that go throughout, sort of like,",0.8497
88,494.05,498.71,SPEAKER_02,"I don't know, we think of some kind of a theme that unifies it all that we agree on.",0.8577
89,499.41,502.3,SPEAKER_02,Sort of like a marketing identity.,0.6522
90,503.73,504.37,SPEAKER_02,Does that make sense?,0.664
91,504.81,505.82,SPEAKER_02,Yeah.,0.652
92,505.84,514.37,SPEAKER_02,"So I threw out a few ideas there just to kind of get us thinking along those lines, like lemon, lime, I don't know, green colors, whatever.",0.782
93,514.41,515.29,SPEAKER_02,Just an idea.,0.461
94,515.31,524.99,SPEAKER_02,"Because I'm thinking that some of these ideas will seem quite coherent if we use them in terms of what people associate them with in terms of texture, shape, colors, things like that.",0.8316
95,525.85,525.91,SPEAKER_00,OK.,0.333
96,526.82,535.03,SPEAKER_02,The ones which I'm most fond of in terms of giving a theme to it would be lemon or something like that.,0.7849
97,535.35,540.44,SPEAKER_02,Something which you see a lot in other areas.,0.8156
98,540.78,546.31,SPEAKER_02,I see lots of websites and things that seem to associate with lemon and lime.,0.8305
99,546.93,548.05,SPEAKER_02,Just an idea.,0.926
100,548.03,568.43,SPEAKER_02,I'm thinking maybe we could incorporate some of these features into a fairly into something which is which seems to have something to which is almost gimmicky because like like something to do with like lighting within it like you know just in the simple sense when you pick up a phone and touch a button it lights up,0.8524
101,568.41,570.1,SPEAKER_02,Usually the buttons light up.,0.7388
102,570.48,571.52,SPEAKER_02,How can we build on that?,0.8248
103,571.7,574.06,SPEAKER_02,Maybe like it could light up in different colors or something.,0.8855
104,574.12,581.37,SPEAKER_02,Or people could buy the control and then it comes with different covers or something.,0.7609
105,581.39,587.16,SPEAKER_02,"Anyway, that's all I have, but hopefully we can revisit those ideas when we get into...",0.7942
106,588.24,590.36,SPEAKER_00,"Okay, great.",0.667
107,590.8,592.75,SPEAKER_00,Thank you for that.,0.8028
108,593.35,594.51,SPEAKER_00,"Craig, do you want to...",0.3526
109,596.09,598.71,SPEAKER_00,Plug yours in.,0.58
110,640.74,642.68,SPEAKER_02,Is it working?,0.3587
111,646.13,646.53,SPEAKER_00,Not quite.,0.178
112,646.55,648.03,SPEAKER_01,Did you press F8?,0.6002
113,648.05,649.07,SPEAKER_01,It's probably not sending.,0.7962
114,650.77,658.52,SPEAKER_00,"Oh, something coming out.",0.5257
115,658.72,659.08,SPEAKER_01,There it is.,0.6417
116,662.15,662.57,SPEAKER_00,There we go.,0.2683
117,665.03,666.61,SPEAKER_03,That's a database concept.,0.6462
118,668.45,672.52,SPEAKER_03,"To research it, I've had a look on the home page again.",0.4535
119,672.66,676.1,SPEAKER_03,It's provided me with more examples of previous existing control controls.,0.5001
120,678.18,681.53,SPEAKER_03,There's a wee bit of discussion about the existing ones there.,0.6994
121,681.63,687.34,SPEAKER_03,So I've taken the suggestions from them and tried to incorporate them into this.,0.4656
122,688.77,699.57,SPEAKER_03,"At the end of this, we're looking for suggestions on the size of the control and the buttons, the shape of the control, and where the buttons should be located on the control.",0.6663
123,702.79,708.5,SPEAKER_03,What I found from the research is that most of the current controls are just basically big bricks with loads of buttons all over them.,0.5359
124,710.48,713.46,SPEAKER_03,They're not very attractive to look at and they're not very comfortable to hold.,0.7014
125,713.48,716.75,SPEAKER_03,They are just holding big bricks and they're very easily lost.,0.6693
126,717.55,722.76,SPEAKER_03,"They tend to be very dark colors, so if they're shadowy places down inside the couches, you can't really see them.",0.5713
127,722.74,728.65,SPEAKER_03,The controls themselves tend to use a very consistent color scheme.,0.5828
128,730.01,732.52,SPEAKER_03,"For instance, the standby button isn't always red.",0.6406
129,732.54,733.1,SPEAKER_03,It really should be.,0.4523
130,733.12,735.5,SPEAKER_03,It's something that the user then identify with.,0.5703
131,735.82,736.99,SPEAKER_03,This is a red switch off.,0.6087
132,737.0,738.15,SPEAKER_03,That's how it should be.,0.4792
133,739.61,743.06,SPEAKER_03,"I'm not sure if there's any other examples of that, but something to look out for.",0.5175
134,744.67,750.13,SPEAKER_03,So from that I've got a couple of preferences for the end control.,0.6122
135,751.83,756.06,SPEAKER_03,Again with the red color button for standby and the other examples of that.,0.6691
136,757.54,763.04,SPEAKER_03,"The buttons should be large, they shouldn't be tiny little things like you get on some mobile phones, they should be easy to press, very comfortable.",0.6065
137,764.32,770.76,SPEAKER_03,One of the examples given on the home page was there's an up and down volume button.,0.7513
138,770.78,771.81,SPEAKER_03,Both of them have a V on them.,0.6215
139,772.13,774.43,SPEAKER_03,So the up volume button looks like it should be a down volume button.,0.506
140,774.57,775.33,SPEAKER_03,That's kind of confusing.,0.441
141,776.57,777.79,SPEAKER_03,It should avoid things like that.,0.7885
142,780.38,785.8,SPEAKER_03,"If the corporate color scheme allows it, we should have a very bright color so that it can be identified anywhere.",0.6806
143,786.88,793.09,SPEAKER_03,Obviously trying to avoid being tacky there but it could time very easily with your alignment of an idea.,0.5808
144,793.11,794.69,SPEAKER_02,Do we have a corporate colour scheme?,0.7356
145,794.71,800.05,SPEAKER_00,I think it's yellow because the website is yellow and there's a band at the bottom of the yellow.,0.6451
146,800.07,802.72,SPEAKER_00,The Play Doh is yellow.,0.5488
147,803.62,807.5,SPEAKER_00,Definitely food for thought they're ever-keegering and we'll discuss that.,0.5203
148,808.51,811.38,SPEAKER_03,Any extra features we add beyond the basic ones should be hidden.,0.7873
149,811.5,818.35,SPEAKER_03,They shouldn't be visible without something being opened or some sort of special extra effort.,0.4328
150,819.05,824.59,SPEAKER_03,"If we do decide to go for voice activation, this should all be about a misalternative, possibly hidden in the opened up section.",0.6322
151,825.35,833.42,SPEAKER_03,"In case something was wrong with it or something used voice, maybe they got a cold or... We should definitely avoid the big square block.",0.5635
152,833.93,835.77,SPEAKER_03,That's just wrong.,0.5627
153,836.44,845.16,SPEAKER_03,And we've got an email from the research department and they've said that the voice control can now talk back if you ask it a question.,0.6895
154,846.06,848.99,SPEAKER_03,So it could be good to have them confirm any action you take.,0.5679
155,850.07,851.73,SPEAKER_03,That's a good possibility.,0.234
156,854.06,854.7,SPEAKER_03,Right.,0.183
157,854.72,855.76,SPEAKER_03,These are problems I've had with it.,0.4734
158,856.3,859.28,SPEAKER_03,"I don't know where the slogan should go, or really what the slogan is.",0.5849
159,859.34,861.4,SPEAKER_03,I think it's fashion into electronics.,0.4292
160,861.42,862.43,SPEAKER_03,Yeah.,0.603
161,862.45,864.11,SPEAKER_03,And we don't know if that's what the color scheme is.,0.3695
162,864.87,869.75,SPEAKER_03,"You can say you want the corporate colors, but they don't say if we can use any other colors at all.",0.5969
163,871.25,875.9,SPEAKER_00,OK. That's it.,0.2247
164,875.92,877.04,SPEAKER_02,OK. Great.,0.3885
165,877.06,878.64,SPEAKER_02,Lots of good information there.,0.7524
166,878.66,883.23,SPEAKER_00,"Yeah, that was very good.",0.4724
167,883.25,883.3,SPEAKER_02,OK.,0.333
168,896.28,902.59,SPEAKER_02,It's a shame the cable wasn't just in the middle of the table.,0.6902
169,902.61,903.97,SPEAKER_02,"I know it would be handy, wouldn't it?",0.2772
170,903.99,916.2,SPEAKER_02,Oops.,0.517
171,916.22,918.88,SPEAKER_00,Do you want to sit in the liner side of this?,0.6409
172,919.3,922.47,SPEAKER_00,"OK, let me just get this going first.",0.5826
173,925.55,926.03,SPEAKER_01,There it is.,0.4173
174,944.56,954.87,SPEAKER_02,"Okay, that should be it.",0.7702
175,958.01,962.67,SPEAKER_01,"Okay, I guess the same thing again, I started with something very basic.",0.8168
176,963.29,973.38,SPEAKER_01,"So just so you guys have some idea of what's involved in my process, and then you can just work through it and we'll either modify it or start from scratch, depending on what your needs are.",0.7775
177,973.36,975.45,SPEAKER_01,The components are exactly the same.,0.8157
178,976.37,981.82,SPEAKER_01,"I think, like what you guys said, the most input that's needed is basically in the user interface.",0.7601
179,981.84,986.76,SPEAKER_01,"The rest of the components, they do have an impact in terms of cost and complexity.",0.8706
180,987.56,989.1,SPEAKER_01,"Like you said, time to market was a problem.",0.8499
181,989.73,991.93,SPEAKER_01,And how many components are physically in there and cost.,0.6615
182,992.33,993.89,SPEAKER_01,And the power is basically a factor of that.,0.8801
183,994.61,1001.16,SPEAKER_01,"And the lower components, the power, the logic, the transmitter, and the infrared, they affect you in terms of the size.",0.7517
184,1001.14,1021.33,SPEAKER_01,of your device and that would have some impact on how I think more how you hold rather than the actual use using the remote control because like we've said we've defined like we only want the basic things that to be visible in the rest of them we try to hide so you know it's just a matter of working out space.,0.796
185,1021.31,1026.67,SPEAKER_01,"So I guess three things, cost, complexity and the size.",0.8142
186,1026.95,1029.38,SPEAKER_01,These are the three things that will have an impact on you.,0.8074
187,1029.82,1031.14,SPEAKER_01,So just go through the components.,0.8205
188,1032.77,1034.47,SPEAKER_01,These are the options that are available to you.,0.7536
189,1034.99,1041.66,SPEAKER_01,I'm not very sure about the voice thing because I got another email and it was quite sketchy on what the voice options are.,0.8043
190,1041.64,1045.52,SPEAKER_01,"It said it could talk to you, but I never said anything about being able to listen.",0.8696
191,1045.96,1048.67,SPEAKER_01,"It said something about a sensor, but I never clarified that.",0.9248
192,1048.69,1058.6,SPEAKER_01,"So maybe if you, well, I could see the other email that they sent you because they got back to me with different requirements or different offerings of what components are available.",0.708
193,1058.62,1060.36,SPEAKER_01,"Okay, so your basic components are buttons.",0.6793
194,1061.18,1063.55,SPEAKER_01,"Okay, and you have a wheel available, like a mouse scroll wheel.",0.7305
195,1064.25,1065.57,SPEAKER_01,"Okay, there's an LCD display.",0.676
196,1066.89,1068.71,SPEAKER_01,I think these are quite standard things.,0.66
197,1068.93,1070.93,SPEAKER_02,"They're standard, aren't they?",0.7363
198,1071.59,1071.65,SPEAKER_01,No.,0.0
199,1071.67,1073.95,SPEAKER_01,"Well, in a sense, these are all the options available for you.",0.7704
200,1073.97,1076.72,SPEAKER_01,I explained to you the complexity and the cost thing again a bit later.,0.8288
201,1077.56,1080.8,SPEAKER_01,OK. Then there's how the case actually looks.,0.8662
202,1081.28,1083.31,SPEAKER_01,It can actually be flat or it can be curved.,0.8418
203,1084.81,1086.83,SPEAKER_01,And then the different types of materials that you can use.,0.8667
204,1087.19,1089.32,SPEAKER_01,I don't think you can use them in a combination.,0.8483
205,1091.0,1093.2,SPEAKER_01,But I could check back for you.,0.8579
206,1093.24,1095.44,SPEAKER_01,But I don't think you can actually use them in a combination.,0.8525
207,1095.46,1097.57,SPEAKER_00,You can have like plastic and rubber.,0.5241
208,1097.83,1104.0,SPEAKER_01,"I think plastic and rubber would be fine, but plastic, rubber and wood, I'm not very sure about the titanium.",0.8217
209,1104.76,1107.14,SPEAKER_01,They had some restrictions on using the rubber and the titanium.,0.8659
210,1107.94,1116.09,SPEAKER_01,"The rubber was a restriction on the kind of power source you could use, but the titanium had a different kind of things on the shape of the thing.",0.8811
211,1116.13,1127.72,SPEAKER_01,"So I think that there is some restriction on, I think you could probably group plastic and rubber together, wood and titanium, but it might be easier from a cost perspective and a complexity just to use one.",0.8036
212,1127.7,1130.37,SPEAKER_01,as opposed to two.,0.5762
213,1130.47,1132.41,SPEAKER_01,And the other components are logic chips.,0.9077
214,1133.55,1135.62,SPEAKER_01,"Again, I'll go back to the component chips.",0.91
215,1136.26,1141.93,SPEAKER_01,"How complex or how easy the logic is, it depends on how many functions you have on the unit.",0.8204
216,1142.05,1143.81,SPEAKER_01,And that impacts cost.,0.7948
217,1143.85,1147.41,SPEAKER_01,I don't think the logic chip has an issue about size because they should be about the same size.,0.8738
218,1147.56,1149.46,SPEAKER_01,Power consumption should be about the same.,0.7993
219,1149.44,1151.9,SPEAKER_01,I think the main impact is complexity.,0.8181
220,1152.87,1157.18,SPEAKER_01,And the other thing is the power options.,0.7036
221,1157.26,1158.42,SPEAKER_01,The first one is the standard battery.,0.5497
222,1159.22,1163.21,SPEAKER_01,"The second one, I think, is more of a gimmick than actually a usable thing.",0.7453
223,1163.23,1166.1,SPEAKER_01,It's a wind-up.,0.6523
224,1166.08,1178.94,SPEAKER_01,"But that might be something, I think that's more of a look and feel decision because I don't think you can have one power source if you're using the alternative power sources.",0.8348
225,1179.48,1184.47,SPEAKER_01,I think whatever it is you still need a battery because I don't think anybody wants to keep doing one thing.,0.8276
226,1184.45,1192.66,SPEAKER_01,"Okay, the other ones are a solar powered cell, which may not be a great idea in Europe or any country that has seasons because half the year you'd be dead.",0.7201
227,1193.33,1196.63,SPEAKER_01,"So like what I said, you probably need like a battery and something else.",0.8359
228,1197.05,1203.18,SPEAKER_01,"And the kinetic one, I guess for me is the most interesting one because it's movement and people like to fiddle with there.",0.7835
229,1204.0,1206.69,SPEAKER_01,"And it's a nice sales gimmick, I think, from a marketing gimmick.",0.7313
230,1206.77,1209.19,SPEAKER_01,"It's a technology thing, it's a shake it.",0.8575
231,1209.99,1212.33,SPEAKER_01,"It doesn't work, shake it, knock it or something, you know.",0.7323
232,1212.31,1221.59,SPEAKER_01,"Have you had those balls, you know, those stress balls where you bounce the ball and it lights up and it goes, you know, that might be a gimmick combined with rubber.",0.8066
233,1222.73,1229.24,SPEAKER_01,"You know, just to, if you get frustrated with remote control, you can throw it kind of, you know, just the, you know.",0.7351
234,1230.2,1237.16,SPEAKER_01,"So, okay, my, from my role, I don't think there are personal preferences, but role preferences, I think",0.7968
235,1237.14,1239.78,SPEAKER_01,something comfortable to hold.,0.9145
236,1241.0,1258.67,SPEAKER_01,Small and slim I guess that's more in the sense of small and slim in terms of comfortable not so small you can't you know like a phone or some too small phone and the other thing is from a production point of view the less components we use and the simpler the components means you reduce your cost and you increase your profit.,0.7603
237,1258.65,1264.71,SPEAKER_01,"And also the time to market and the complexity of developing, designing and debugging it.",0.836
238,1265.39,1271.55,SPEAKER_01,"So, okay, let me just go back and talk about some of the restrictions.",0.7044
239,1272.76,1278.37,SPEAKER_01,"The user interface restrictions basically means that if you use more complicated features, the buttons are standard.",0.7979
240,1279.43,1284.46,SPEAKER_01,"The LCD panel and the scroll wheel, you need more complicated logic.",0.7512
241,1285.58,1288.36,SPEAKER_01,"With a rubber case, you can't have the solar panels.",0.8455
242,1289.72,1296.13,SPEAKER_01,"With the titanium case, let me just check that.",0.6423
243,1297.7,1316.81,SPEAKER_01,titanium case can't be curved it has to be square okay okay um there's no restriction on the plastic it can't be curved it can't be curved on the wood so that's again I don't think you can use them in a combination okay um especially the titanium I suspect they're very fixed to a particular need so um mixing them may not be a good idea,0.7546
244,1316.79,1321.47,SPEAKER_01,Can I ask a question?,0.761
245,1322.77,1326.96,SPEAKER_00,I'm quite keen to get the discussion going with the time we've left.,0.7871
246,1327.98,1331.04,SPEAKER_02,Can we power a light in this?,0.8106
247,1331.06,1333.09,SPEAKER_02,Can we get a strong enough battery to power a light?,0.8135
248,1334.01,1338.97,SPEAKER_01,I think we could because the LCD panel requires power and the LCD is a form of a light.,0.7753
249,1339.85,1343.64,SPEAKER_02,So maybe one of the things we can just try and include is a really good battery.,0.7715
250,1344.73,1345.03,SPEAKER_00,Why?,0.859
251,1345.05,1346.77,SPEAKER_00,What kind of light do you want?,0.8131
252,1346.79,1355.72,SPEAKER_02,"Well, I mean, I'm thinking it might be that for this to be a high tech thing, it's going to have to have something high tech about it.",0.7934
253,1356.2,1357.4,SPEAKER_02,And it's going to take battery power.,0.7734
254,1358.03,1373.12,SPEAKER_01,"And to make that to make that a realistic goal, I think one of the issues that will come up later is are you thinking of a light in the sense of a light light or a light in the sense of it glows kind",0.8186
255,1373.1,1375.38,SPEAKER_01,I know Frankenstein it's alive.,0.7314
256,1375.46,1394.08,SPEAKER_02,I'm thinking along the lines of you you're in the dark watching a DVD and you you find the thing in the dark and you go like this and that's what everybody does always the volume button in the dark okay and you just touch it or you just pick it up and it lights up or something like a phone okay okay,0.8204
257,1394.06,1397.38,SPEAKER_02,Whereas with phones people charge them once a week.,0.8844
258,1397.48,1404.59,SPEAKER_02,We're going to need to put in a really good battery so people don't have to charge their remote control every few days.,0.7078
259,1404.65,1409.14,SPEAKER_01,That's why I think the option of the kinetic thing which basically means as long as you shake it like a watch.,0.8583
260,1409.32,1411.32,SPEAKER_01,Are people going to want to shake their movie controller?,0.5447
261,1411.54,1428.43,SPEAKER_01,"It's probably sensitive enough when you fiddle it, so you could trigger that to a light, like I said, the bouncing ball thing, or you could trigger that to use that to power the light as opposed to, so when they pick it up, right, and then that sort of triggers the glowiness.",0.8152
262,1428.41,1433.52,SPEAKER_00,"Well, let's just go right back to the marketing ideas for a start.",0.817
263,1433.54,1435.13,SPEAKER_00,And it's keeping an eye on the time.,0.7144
264,1435.15,1438.35,SPEAKER_00,We've got about 15 minutes to play with at most.,0.7532
265,1438.37,1448.65,SPEAKER_00,"So, yeah, so just to bear in mind that the ultimate goal of this meeting is to reach an absolute decision on the concepts of the product.",0.8424
266,1448.63,1456.24,SPEAKER_00,So back to your idea about incorporating the idea of like fruit and veg and the corporate color and things like that.,0.8124
267,1458.44,1459.91,SPEAKER_00,I mean what does everybody think about?,0.8149
268,1459.95,1465.19,SPEAKER_00,Does anybody have any ideas about how we can fit all that in together?,0.6921
269,1465.21,1467.96,SPEAKER_00,I mean that's kind of the user interface type of thing.,0.6895
270,1467.98,1468.92,SPEAKER_00,What are your thoughts on that?,0.4892
271,1469.45,1486.15,SPEAKER_03,So maybe are we thinking something that could sit in your hand comfortably or that you'd hold on to comfortably?,0.7353
272,1486.41,1488.52,SPEAKER_03,"I'm posting this in your hand comfortably, so...",0.4002
273,1488.54,1490.5,SPEAKER_00,"This is something quite curvy, okay.",0.5613
274,1493.2,1493.86,SPEAKER_00,"Right, okay.",0.6945
275,1494.29,1495.93,SPEAKER_00,"Color-wise, I mean, you made a...",0.6642
276,1496.13,1500.55,SPEAKER_00,"I can't remember who made the point about how if you have a nice bright color, you'll not lose it, was that?",0.6245
277,1501.91,1502.43,SPEAKER_00,What's that mean?,0.523
278,1502.73,1505.16,SPEAKER_00,"About how if you have a bright color, you'll not lose it so much.",0.7951
279,1506.08,1506.24,SPEAKER_00,Yeah.,0.286
280,1506.74,1515.83,SPEAKER_00,"And when the corporate color is yellow, I mean, maybe we could think about the color of the whole product being yellow, I don't know.",0.7317
281,1515.81,1519.2,SPEAKER_00,And then obviously the materials.,0.8028
282,1520.18,1523.69,SPEAKER_00,Has anybody got an overall picture in their mind about what might work?,0.8413
283,1524.81,1530.28,SPEAKER_02,"Well, I'm thinking that what we need to do is have something that unifies a lot of the different concepts.",0.872
284,1530.4,1533.75,SPEAKER_02,"And if we think that what we are number one,",0.8525
285,1533.73,1537.48,SPEAKER_02,marketing motive is the look and feel.,0.8646
286,1538.0,1551.45,SPEAKER_02,"So for the look and feel to seem coherent and not just sort of bits and pieces of concept and technology or fashion, then we should have it kind of come back to one thing that we kind of all sort of can visualize.",0.8152
287,1551.43,1560.82,SPEAKER_02,Maybe what we could do is think about a concept which touches back to the color.,0.8679
288,1561.04,1562.27,SPEAKER_02,"You said company color, yellow.",0.8322
289,1562.53,1570.13,SPEAKER_02,"I mean if we think of something like I was saying also lime and lemon, what can we come up with something where we try and associate it with the series?",0.7422
290,1570.28,1578.08,SPEAKER_02,We just come up with something like we kind of use it as a theme to inspire the shapes and things.,0.8141
291,1578.65,1583.12,SPEAKER_01,Is there a particular shape that you're interested in?,0.8038
292,1583.57,1585.17,SPEAKER_01,Does marketing have any research on?,0.7747
293,1585.85,1586.89,SPEAKER_01,Does it need to be long?,0.7452
294,1586.97,1588.8,SPEAKER_01,Does it need like a square thing?,0.4816
295,1588.82,1590.34,SPEAKER_00,Like a circular shape?,0.397
